bin_id,bin_lower,bin_upper,count,mean_p,empirical_freq,abs_gap
0,0.0,0.875,76,0.6879111842105263,0.7631578947368421,0.07524671052631582
1,0.875,0.9375,67,0.8936567164179104,0.9253731343283582,0.03171641791044777
2,0.9375,0.96875,112,0.9375,0.9642857142857143,0.0267857142857143
3,0.96875,1.0,745,0.9888003355704698,0.9798657718120806,0.008934563758389191
