bin_id,bin_lower,bin_upper,count,mean_p,empirical_freq,abs_gap
0,0.0,0.78125,99,0.4337121212121212,0.46464646464646464,0.030934343434343425
1,0.78125,0.875,78,0.8229166666666666,0.8333333333333334,0.01041666666666674
2,0.875,0.90625,39,0.875,0.9230769230769231,0.04807692307692313
3,0.90625,0.9375,100,0.90625,0.94,0.03374999999999995
4,0.9375,0.96875,164,0.9375,0.9329268292682927,0.004573170731707266
5,0.96875,1.0,520,0.9846754807692307,0.9711538461538461,0.013521634615384581
